,joined,kind,link,location,market,name,pitch,raised,size,stage,website,query,type_,tech
146,Jul 11,Startup,https://angel.co/taodyne,France,Presentations,Taodyne,"
Interactive 3D for business, science, education and art
","$183,000",1-10,Seed,taodyne.com,data science,Startup,Javascript
147,Apr 12,Startup,https://angel.co/eduvee,London,K-12 Education,eduvee,"
World's leading adaptive learning platform
","$70,000",1-10,Seed,eduvee.com,data science,Startup,Javascript
148,Apr 12,Startup,https://angel.co/metacell,-,Bioinformatics,MetaCell,"
Building cutting edge life sciences software.
","$100,000",1-10,Seed,metacell.us,data science,Startup,Javascript
149,Jul 13,Startup,https://angel.co/stirplate,New York City,Bioinformatics,Stirplate,"
Science in real time
","$770,000",1-10,Seed,stirplate.io,data science,Startup,Javascript
150,Aug 13,Startup,https://angel.co/echovate,Charleston,Human Resources,Echovate,"
Social intelligence platform that replicates student success
","$500,000",1-10,Seed,echovate.com,data science,Startup,Javascript
151,Nov 13,Startup,https://angel.co/ometria,London,Retail Technology,Ometria,"
Customer Insight and Marketing Automation for Retail
","$5,100,000",11-50,Seed,ometria.com,data science,Startup,Javascript
152,May 14,Startup,https://angel.co/kuveda,San Jose,Therapeutics,Kuveda,"
Big Data Analytics for Cancer Therapeutics
","$70,000",1-10,Seed,kuveda.com,data science,Startup,Javascript
153,Feb 15,Startup,https://angel.co/peerwell,San Francisco,Big Data,PeerWell,"
Musculoskeletal Health Data Platform
","$2,100,000",11-50,Seed,peerwell.co,data science,Startup,Javascript
154,Aug 12,Startup,https://angel.co/bindo,New York City,Mobile Commerce,Bindo,"
Unified local marketplace via seamless POS integration
","$1,800,000",51-200,Seed,bindo.com,big data,Startup,Javascript
155,Apr 13,Startup,https://angel.co/supplyframe,San Francisco,Developer Tools,Supplyframe,"
Organizing the world of engineering knowledge.
","$15,500,000",51-200,Seed,supplyframe.com,big data,Startup,Javascript
156,Jul 12,Startup,https://angel.co/deeplink,New York City,Web Tools,Deeplink,"
Deep Linking and Mapping the Native App Web
","$1,350,000",1-10,Seed,deeplink.me,big data,Startup,Javascript
157,Jul 12,Startup,https://angel.co/hull,Atlanta,Personalization,hull,"
Enrich, transform, synchronize customer data across all of your services.
","$2,200,000",1-10,Seed,hull.io,big data,Startup,Javascript
158,Oct 12,Startup,https://angel.co/funnelfire,New York City,SaaS,FunnelFire,"
Sales Effectiveness Platform
","$225,000",1-10,Seed,funnelfire.com,big data,Startup,Javascript
159,Feb 13,Startup,https://angel.co/mercaris,Washington DC,Trading,Mercaris,"
Market Data for Organic Agricultural Commodities
","$780,000",1-10,Seed,mercariscompany.com,big data,Startup,Javascript
160,Feb 13,Startup,https://angel.co/hangtime-1,San Francisco,Mobile,Hangtime,"
Kayak for events
","$3,195,000",1-10,Seed,hangtime.com,big data,Startup,Javascript
161,Dec 12,Startup,https://angel.co/learnmetrics,Chicago,K-12 Education,Learnmetrics,"
An Operating System for Education
","$875,000",1-10,Seed,learnmetrics.com,big data,Startup,Javascript
162,Jan 13,Startup,https://angel.co/whale-path,San Francisco,Crowdsourcing,Whale Path,"
Business Research On-Demand for Corporations (500 Startups Batch 8)
","$1,100,000",1-10,Seed,whalepath.com,big data,Startup,Javascript
163,Sep 13,Startup,https://angel.co/stathat-2,Chicago,Cloud Data Services,StatHat,"
Track custom stats
","$250,000",1-10,Seed,stathat.com,big data,Startup,Javascript
164,Dec 13,Startup,https://angel.co/formisimo,Manchester,Big Data,Formisimo,"
Analytics for Online Checkouts and Forms
","£586,000",11-50,Seed,formisimo.com,big data,Startup,Javascript
165,May 11,Startup,https://angel.co/d8a-group,Philadelphia,Data Visualization,D8A Group,"
Predictive Analytics
","$45,000",1-10,Seed,d8a.com,big data,Startup,Javascript
166,Jun 12,Startup,https://angel.co/icrumz,Ventura,Social Bookmarking,iCrumz,"
digital launchpad
","$295,000",1-10,Seed,iCrumz.com,big data,Startup,Javascript
167,Jun 12,Startup,https://angel.co/mobozi,San Francisco,Mobile Search,Mobozi,"
search engine for mobile web applications 
","$25,000",1-10,Seed,mobozi.com,big data,Startup,Javascript
168,Oct 12,Startup,https://angel.co/verifeed,Washington DC,Interest Graph,Verifeed,"
Strategic social intelligence for profitable outcomes
","$968,000",1-10,Seed,verifeed.com,big data,Startup,Javascript
169,Oct 12,Startup,https://angel.co/seejay,Rome,Brand,SeeJay,"
Give your Stories SUPERPOWERS
","$130,000",1-10,Seed,seejay.co,big data,Startup,Javascript
170,May 13,Startup,https://angel.co/tilofy,Los Angeles,Consumer Behavior,Tilofy,"
World's first automated trend forecasting platform
","$2,000,000",11-50,Seed,tilofy.com,big data,Startup,Javascript
171,May 13,Startup,https://angel.co/socialite-1,London,Events,Socialite,"
Your Digital Concierge 
","$275,000",1-10,Seed,getsocialite.com,big data,Startup,Javascript
172,Apr 13,Startup,https://angel.co/cityheroes,San Francisco,Public Safety,CityHeroes,"
Technology and collaboration for better and safer cities.
","$95,000",1-10,Seed,CityHero.es,big data,Startup,Javascript
173,Aug 13,Startup,https://angel.co/farm-at-hand,Vancouver,Enterprise Resource Planning,Farm At Hand,"
Cloud-based farm management software
","$1,400,000",1-10,Seed,farmathand.com,big data,Startup,Javascript
174,Jul 13,Startup,https://angel.co/cognilab-technologies,Vancouver,Crowdsourcing,Cognilab Technologies,"
Online laboratory for creating experiments, recruiting participants and analyzing results
","$225,000",1-10,Seed,cognilab.com,big data,Startup,Javascript
175,Sep 13,Startup,https://angel.co/border-city-media,White Plains,B2B,Border City Media / BuzzAngle Music,"
Industry disruptive analytics service for music business companies, brands and advertisers
","$100,000",1-10,Seed,bordercitymedia.com,big data,Startup,Javascript
176,Sep 13,Startup,https://angel.co/constant-insight,Orlando,Brand,Constant Insight,"
Individual Customer Insight For Better Brand Engagements
","$16,666",1-10,Seed,constantinsight.com,big data,Startup,Javascript
177,Jan 15,Startup,https://angel.co/chalk-com,Waterloo,K-12 Education,Chalk,"
Data-Driven Education
","$500,000",11-50,Seed,chalk.com,big data,Startup,Javascript
178,Nov 11,Startup,https://angel.co/thrdplace,Los Angeles,Crowdsourcing,thrdPlace,"
A global network for community engagment that connects local needs and resources
","$340,000",1-10,Seed,thrdplace.com,big data,Startup,Javascript
179,Oct 11,Startup,https://angel.co/unmortgage,London,Fin Tech,Unmortgage,"
Equity financing for homes - enable everyone to live in the home they want
","$10,000,000",11-50,Seed,unmortgage.com,big data,Startup,Javascript
180,Dec 13,Startup,https://angel.co/emotitones,New York City,Messaging,Emotitones,"
Emotion-based excerpts for meaningful communication.
","$70,000",1-10,Seed,emotitones.com,big data,Startup,Javascript
181,Feb 15,Startup,https://angel.co/preceptiv,Manchester,Consumer Behavior,Preceptiv,"
Profiling and Targeting Technology Company
","$150,000",1-10,Seed,preceptiv.co,big data,Startup,Javascript
182,Dec 12,Startup,https://angel.co/campuscene,Denver,College Campuses,Campuscene,"
Reshaping the college search
","$275,000",1-10,Seed,campuscene.com,big data,Startup,Javascript
183,Feb 13,Startup,https://angel.co/digital-h2o,Chicago,Water,Digital H2O,"
Oilfield Water Management - Intelligence. Optimization. Marketplace.
","$1,275,000",1-10,Seed,digitalh2o.com,big data,Startup,Javascript
184,Dec 13,Startup,https://angel.co/white-cloud-security,Austin,Enterprise Security,White Cloud Security,"
Trust-Listing protection against computer malware
","$493,000",1-10,Seed,whitecloudsecurity.com,big data,Startup,Javascript
185,Jul 13,Startup,https://angel.co/kaditt,Tokyo,Location Based Services,Kaditt,"
Mapping for places that you want to remember
","$369,000",1-10,Seed,carry-place.com,big data,Startup,Javascript
186,Sep 13,Startup,https://angel.co/lotebox,Brazil,Small and Medium Businesses,LOTEBOX,"
Maritime Shipping Sales Software
","$100,000",1-10,Seed,lotebox.com,big data,Startup,Javascript
187,Feb 14,Startup,https://angel.co/gobeme,San Francisco,Training,GoBeMe,"
Social Support for Job Readiness
","$800,000",11-50,Seed,gobe.me,big data,Startup,Javascript
188,Jan 14,Startup,https://angel.co/qurater,Bengaluru,Ad Targeting,Qurater,"
Social Media Ad targeting
","$50,000",1-10,Seed,qurater.com,big data,Startup,Javascript
189,Aug 15,Startup,https://angel.co/terbine,Las Vegas,Oil and Gas,Terbine,"
Data marketplace for the Internet of Things
","$250,000",11-50,Seed,terbine.com,big data,Startup,Javascript
190,Jul 15,Startup,https://angel.co/agrimap1,Auckland,Farming,Agrimap,"
'The Farming app'
","$750,000",11-50,Seed,agrimap.com,big data,Startup,Javascript
191,Oct 12,Startup,https://angel.co/offerial,Greece,Hospitality,Offerial,"
Converting hotel website visitors by personalizing what they see
","$480,000",1-10,Seed,offerial.com,big data,Startup,Javascript
192,Oct 12,Startup,https://angel.co/zoomsquare,Vienna,Lead Generation,zoomsquare,"
Die Partnerschaftsvermittlung auf Quadratmeterbasis.
","$540,000",11-50,Seed,zoomsquare.com,big data,Startup,Javascript
193,Mar 13,Startup,https://angel.co/yiptv,West Palm Beach,Social Media Platforms,YipTV,"
Broadband TV brought to you by the team that built Vonage
","$3,950,000",11-50,Seed,yiptv.com,big data,Startup,Javascript
194,Apr 13,Startup,https://angel.co/gozaik,Boston,Social Recruiting,Gozaik,"
 Acquired by Monster Worldwide February 2014
",-,1-10,Seed,WWW.GOZAIK.COM,big data,Startup,Javascript
195,Jun 13,Startup,https://angel.co/price-guide,Portland,Big Data,Price Guide,"
Free Online Price Guide for all Antiques & Collectibles
","$21,500",11-50,Seed,Price-Guide.com,big data,Startup,Javascript
196,Sep 13,Startup,https://angel.co/describli,Washington DC,Big Data Analytics,Describli,"
A Data-driven Sales and Marketing Assistant for Authors and Publishers
","$45,000",1-10,Seed,describli.com,big data,Startup,Javascript
197,Jan 14,Startup,https://angel.co/arangodb,Cologne,Open Source,ArangoDB,"
the multi-model NoSQL DB
","$9,169,006",11-50,Seed,arangodb.com,big data,Startup,Javascript
198,Nov 13,Startup,https://angel.co/outleads,New York City,Lead Generation,Outleads,"
Enabling online advertising based on offline activity
","$30,000",1-10,Seed,outleads.com,big data,Startup,Javascript
199,Dec 13,Startup,https://angel.co/fastr,Boston,Mobile Commerce,Fastr,"
Online Shopping was never so easy. 1 ID, 1 Password. For all web shops. Get Fastr now!
","$350,000",1-10,Seed,getfastr.co,big data,Startup,Javascript
200,Mar 14,Startup,https://angel.co/humanrank,Redwood City,Social Recruiting,Humanrank,"
ranking resume/cv
","$120,000",11-50,Seed,humanrank.us,big data,Startup,Javascript
201,Mar 12,Startup,https://angel.co/polcloud,Washington DC,Politics,PolCloud,"
Social networking to bring political power back to the people
","$50,000",1-10,Seed,polcloud.com,big data,Startup,Javascript
202,Sep 13,Startup,https://angel.co/amectronix,Singapore,Supply Chain Management,Amectronix,"
Marketplace for reliable suppliers
","$180,000",1-10,Seed,amectronix.com,big data,Startup,Javascript
203,Apr 13,Startup,https://angel.co/azavista,Amsterdam,Hospitality,Azavista,"
Next generation, big-data driven, event management.
","$200,000",11-50,Seed,azavista.com,big data,Startup,Javascript
204,Aug 13,Startup,https://angel.co/wild-wild-east,Florida,Social Media Platforms,Wild Wild East,"
WilderBase - We are all about code-free apps in the Cloud
","$400,000",1-10,Seed,wilderbase.com,big data,Startup,Javascript
205,Jun 13,Startup,https://angel.co/civitaslabs,Montevideo Department,Governments,Civitaslabs,"
E-Government & Citizenship participation platforms
","$35,000",1-10,Seed,civitaslabs.com,big data,Startup,Javascript
206,Oct 13,Startup,https://angel.co/zeerabbit-inc,Wilmington,Mobile Advertising,ZeeRabbit Inc.,"
In-app rich-media communication channel for brands with users
","$750,000",11-50,Seed,zeerabbit.com,big data,Startup,Javascript
207,Oct 13,Startup,https://angel.co/datatoweb,Montreal,Internet of Things,DataToWeb,"
SaaS for Time Series
","$650,000",1-10,Seed,datatoweb.com,big data,Startup,Javascript
208,Oct 13,Startup,https://angel.co/dromos,Santiago,Application Platforms,Dromos,"
Context aware cities
","$11,000",1-10,Seed,dromos.me,big data,Startup,Javascript
209,Aug 14,Startup,https://angel.co/walque-1,Atlanta,Ad Targeting,Walque,"
ShopKick and FitBit in one simple, adoptable app
","$50,000",1-10,Seed,walque.com,big data,Startup,Javascript
210,Apr 14,Startup,https://angel.co/nobly-pos-point-of-sale,London,Enterprise Resource Planning,Nobly POS - Point of Sale,"
Next generation iPad POS for small retailers, with customers in 40+ countries.
",-,1-10,Seed,noblypos.com,big data,Startup,Javascript
211,Mar 15,Startup,https://angel.co/segmentify,Berlin,Big Data Analytics,Segmentify,"
Conversion Optimization & Personalization Suite for Online Stores 
","$330,000",11-50,Seed,segmentify.com,big data,Startup,Javascript
212,May 16,Startup,https://angel.co/luxlock,New York City,Productivity Software,LUXLOCK,"
Unified Shopping Platform
","$86,100",1-10,Seed,luxlock.com,big data,Startup,Javascript
213,Jan 14,Startup,https://angel.co/timeshaker-1,San Francisco,Families,TimeShaker,"
A whole new way to Teach. Collaborate. Connect.
",-,1-10,Seed,timeshaker.com,deep learning,Startup,Javascript
214,Feb 14,Startup,https://angel.co/gridle,Ahmedabad,Productivity Software,Gridle.io,"
A family of Engineers, Designers and Product folks building Superior Digital Experiences!
","$20,000",11-50,Seed,gridle.io,nlp,Startup,Javascript
215,Aug 13,Startup,https://angel.co/wm-connect,New York City,Advertising Platforms,WM-Connect,"
Network Through Wi-Fi
","$130,000",1-10,Seed,wm-connect.com,data mining,Startup,Javascript
216,Nov 13,Startup,https://angel.co/makeena,Boulder,Mobile Commerce,makeena,"
Discovery Commerce Platform for Consumers
","$76,455",11-50,Seed,makeena.com,data mining,Startup,Javascript
217,Feb 14,Startup,https://angel.co/cellbreaker,Mountain View,Legal Tech,CellBreaker,"
Contract Justice for Consumers
","$146,000",11-50,Seed,cellbreaker.com,data engineering,Startup,Javascript
218,Nov 15,Startup,https://angel.co/vkm-technologies,Geneva,Industrial,VKM Technologies,"
VKM streamlines knowledge creation and retention within organizations.
","$1,500,000",11-50,Seed,vkmtech.com,image understanding,Startup,Javascript
219,Apr 12,Startup,https://angel.co/speak-with-me,Mountain View,Speech Recognition,Speak With Me,"
 Make Your Products Come Alive! We are the Voice and AI OS for the Internet of Things.
","$2,400,000",1-10,Seed,speakwithme.com, speech recognition,Startup,Javascript
220,Jul 15,Startup,https://angel.co/iscribes,Durham,SaaS,iScribes,"
Medical documentation for the modern physician.
","$1,040,000",51-200,Seed,iscribes.co, speech recognition,Startup,Javascript
221,Jul 13,Startup,https://angel.co/dakwak,Mountain View,Small and Medium Businesses,dakwak,"
Effortless website translation and localization technology
","$600,000",1-10,Seed,dakwak.com,machine translation,Startup,Javascript
222,Feb 15,Startup,https://angel.co/applanga,Berlin,Developer Tools,Applanga,"
App Localization Automated
",-,1-10,Seed,applanga.com,machine translation,Startup,Javascript
223,Apr 13,Startup,https://angel.co/collabra-music,Louisville,SaaS,Collabra,"
Learning Management System for the Arts
","$105,000",1-10,Seed,collabramusic.com,time series,Startup,Javascript
224,Mar 15,Startup,https://angel.co/relevant-2,Montreal,Consumer,relevant,"
Making the internet more relevant, one card at a time.
","$300,000",1-10,Seed,relevant.ai,time series,Startup,Javascript
